set_num,name,year,num_parts,theme
75104-1,Kylo Ren's Command Shuttle,2015,1005,Star Wars
75087-1,Anakin's Custom Jedi Starfighter,2015,369,Star Wars
75103-1,First Order Transporter,2015,792,Star Wars
75101-1,First Order Special Forces TIE Fighter,2015,530,Star Wars
75100-1,First Order Snowspeeder,2015,444,Star Wars
75099-1,Rey's Speeder,2015,194,Star Wars
75096-1,Sith Infiltrator,2015,661,Star Wars
75094-1,Imperial Shuttle Tydirium,2015,937,Star Wars
75093-1,Death Star Final Duel,2015,723,Star Wars
75092-1,Naboo Starfighter,2015,442,Star Wars
75091-1,Flash Speeder,2015,312,Star Wars
75090-2,Ezra's Speeder Bike [Original Version],2015,253,Star Wars
75090-1,Ezra's Speeder Bike [Redesigned Version],2015,267,Star Wars
75089-1,Geonosis Troopers,2015,105,Star Wars
75102-1,Poe's X-Wing Fighter,2015,715,Star Wars
66534-1,Star Wars Super Pack 3 in 1,2015,0,Star Wars
911617-1,Palpatine's Shuttle,2016,37,Star Wars
911616-1,MTT,2016,45,Star Wars
911609-1,Naboo Starfighter,2016,34,Star Wars
911614-1,Yoda's Hut,2016,29,Star Wars
911613-1,TIE Bomber,2016,26,Star Wars
911612-1,Acklay,2016,49,Star Wars
911611-1,AAT,2016,37,Star Wars
911610-1,Probe Droid,2016,20,Star Wars
911615-1,AT-AT,2016,48,Star Wars
911608-1,Landspeeder,2016,37,Star Wars
75142-1,Homing Spider Droid,2016,310,Star Wars
30279-1,Kylo Ren's Command Shuttle,2016,43,Star Wars
75131-1,Resistance Trooper Battle Pack,2016,112,Star Wars
75130-1,AT-DP,2016,76,Star Wars
75129-1,Wookiee Gunship,2016,84,Star Wars
75128-1,TIE Advanced Prototype,2016,93,Star Wars
75127-1,The Ghost,2016,104,Star Wars
75126-1,First Order Snowspeeder,2016,91,Star Wars
75125-1,Resistance X-Wing Fighter,2016,87,Star Wars
75121-1,Imperial Death Trooper,2016,105,Star Wars
75120-1,K-2SO,2016,169,Star Wars
75119-1,Sergeant Jyn Erso,2016,104,Star Wars
TRUFALCON-1,Millennium Falcon,2016,44,Star Wars
75118-1,Captain Phasma,2016,82,Star Wars
75116-1,Finn,2016,98,Star Wars
75115-1,Poe Dameron,2016,102,Star Wars
75114-1,First Order Stormtrooper,2016,81,Star Wars
75113-1,Rey,2016,84,Star Wars
5004406-1,First Order General,2016,4,Star Wars
5004408-1,Rebel A-wing Pilot,2016,5,Star Wars
6176782-1,Escape the Space Slug,2016,161,Star Wars
75146-1,Star Wars Advent Calendar 2016,2016,282,Star Wars
66542-1,Star Wars Microfighters Super Pack 3 in 1,2016,0,Star Wars
66543-1,Microfighters Super Pack 3 in 1,2016,0,Star Wars
75117-1,Kylo Ren,2016,86,Star Wars
75133-1,Rebel Alliance Battle Pack,2016,101,Star Wars
75132-1,First Order Battle Pack,2016,88,Star Wars
75135-1,Obi-Wan's Jedi Interceptor,2016,215,Star Wars
911607-1,Millennium Falcon,2016,42,Star Wars
30277-1,First Order Star Destroyer,2016,56,Star Wars
75158-1,Rebel Combat Frigate,2016,935,Star Wars
75157-1,Captain Rex’s AT-TE,2016,972,Star Wars
75156-1,Krennic’s Imperial Shuttle,2016,862,Star Wars
75155-1,Rebel U-Wing Fighter,2016,659,Star Wars
75154-1,TIE Striker,2016,543,Star Wars
75153-1,AT-ST Walker,2016,449,Star Wars
75152-1,Imperial Assault Hovertank,2016,385,Star Wars
75134-1,Galactic Empire Battle Pack,2016,109,Star Wars
75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,702,Star Wars
75151-1,Clone Turbo Tank,2016,903,Star Wars
75148-1,Encounter on Jakku,2016,530,Star Wars
75147-1,StarScavenger,2016,558,Star Wars
75145-1,Eclipse Fighter,2016,363,Star Wars
30602-1,First Order Stormtrooper,2016,7,Star Wars
75141-1,Kanan's Speeder Bike,2016,234,Star Wars
75140-1,Resistance Troop Transporter,2016,646,Star Wars
75139-1,Battle on Takodana,2016,409,Star Wars
75138-1,Hoth Attack,2016,233,Star Wars
75137-1,Carbon-Freezing Chamber,2016,231,Star Wars
75136-1,Droid Escape Pod,2016,197,Star Wars
75149-1,Resistance X-Wing Fighter,2016,742,Star Wars
30605-1,Finn (FN-2187),2016,6,Star Wars
30496-1,U-Wing Fighter,2017,55,Star Wars
30497-1,First Order Heavy Assault Walker,2017,54,Star Wars
911618-1,Flash Speeder,2017,43,Star Wars
75167-1,Bounty Hunter Speeder Bike Battle Pack,2017,125,Star Wars
911719-1,Kanan Jarrus,2017,6,Star Wars
75174-1,Desert Skiff Escape,2017,284,Star Wars
75175-1,A-Wing Starfighter,2017,358,Star Wars
75176-1,Resistance Transport Pod,2017,294,Star Wars
75177-1,First Order Heavy Scout Walker,2017,554,Star Wars
75178-1,Jakku Quadjumper,2017,457,Star Wars
75179-1,Kylo Ren's TIE Fighter,2017,630,Star Wars
75173-1,Luke's Landspeeder,2017,149,Star Wars
75180-1,Rathtar Escape,2017,836,Star Wars
75183-1,Darth Vader Transformation,2017,290,Star Wars
75186-1,The Arrowhead,2017,774,Star Wars
75187-1,BB-8,2017,1106,Star Wars
75188-1,Resistance Bomber,2017,780,Star Wars
75189-1,First Order Heavy Assault Walker,2017,1376,Star Wars
75190-1,First Order Star Destroyer,2017,1416,Star Wars
75182-1,Republic Fighter Tank,2017,305,Star Wars
75191-1,Jedi Starfighter with Hyperdrive,2017,832,Star Wars
75172-1,Y-Wing Starfighter,2017,691,Star Wars
75170-1,The Phantom,2017,269,Star Wars
66556-1,Star Wars Super Pack 2 in 1,2017,0,Star Wars
66555-1,Rogue One Trooper Super Pack,2017,0,Star Wars
75184-1,Star Wars Advent Calendar 2017,2017,309,Star Wars
6211760-1,Detention Block Rescue,2017,220,Star Wars
55555-1,Star Wars Mini Millennium Falcon,2017,20,Star Wars
75160-1,U-Wing Microfighter,2017,108,Star Wars
75171-1,Battle on Scarif,2017,419,Star Wars
75161-1,TIE Striker Microfighter,2017,87,Star Wars
75163-1,Krennic's Imperial Shuttle Microfighter,2017,77,Star Wars
75164-1,Rebel Trooper Battle Pack,2017,120,Star Wars
75165-1,Imperial Trooper Battle Pack,2017,111,Star Wars
75166-1,First Order Transport Speeder Battle Pack,2017,117,Star Wars
75168-1,Yoda's Jedi Starfighter,2017,262,Star Wars
75169-1,Duel on Naboo,2017,208,Star Wars
75162-1,Y-Wing Microfighter,2017,90,Star Wars
30611-1,R2-D2,2017,70,Star Wars
TRUBB8-1,BB-8,2017,39,Star Wars
75531-1,Stormtrooper Commander,2017,100,Star Wars
911720-1,The Ghost,2017,50,Star Wars
40176-1,Scarif Stormtrooper,2017,25,Star Wars
40268-1,R3-M2,2017,22,Star Wars
911722-1,TIE Advanced,2017,26,Star Wars
911723-1,Vulture Droid,2017,35,Star Wars
911724-1,A-Wing,2017,47,Star Wars
911725-1,Sandcrawler,2017,50,Star Wars
911726-1,Imperial Snowtrooper,2017,7,Star Wars
911727-1,Rey's Speeder,2017,35,Star Wars
911728-1,First Order Snowspeeder,2017,44,Star Wars
911729-1,Droid Gunship,2017,25,Star Wars
911730-1,Y-Wing,2017,60,Star Wars
75532-1,Scout Trooper & Speeder Bike,2017,452,Star Wars
75530-1,Chewbacca,2017,179,Star Wars
75529-1,Elite Praetorian Guard,2017,92,Star Wars
75185-1,Tracker I,2017,557,Star Wars
75526-1,Elite TIE Fighter Pilot,2017,94,Star Wars
75525-1,Baze Malbus,2017,148,Star Wars
75524-1,Chirrut Îmwe,2017,87,Star Wars
75523-1,Scarif Stormtrooper,2017,89,Star Wars
75528-1,Rey,2017,83,Star Wars
TRUSWMF-2,Millennium Falcon,2018,24,Star Wars
911841-1,Poe Dameron's X-Wing,2018,48,Star Wars
75213-1,Star Wars Advent Calendar 2018,2018,307,Star Wars
911840-1,Droideka,2018,24,Star Wars
911721-1,Imperial Combat Driver,2018,5,Star Wars
911839-1,Obi-Wan Kenobi,2018,6,Star Wars
911838-1,Probe Droid,2018,26,Star Wars
911836-1,Quadjumper,2018,42,Star Wars
911835-1,Dwarf Spider Droid,2018,23,Star Wars
911834-1,Finn,2018,5,Star Wars
911833-1,Imperial Shuttle,2018,36,Star Wars
911831-1,Kylo Ren's Shuttle,2018,21,Star Wars
911832-1,Imperial Shuttle Pilot,2018,5,Star Wars
PORG-1,Porg,2018,75,Star Wars
911837-1,AT-ST,2018,48,Star Wars
911842-1,Star Destroyer,2018,35,Star Wars
66596-1,Super Pack 2-in-1,2018,0,Star Wars
75209-1,Han Solo's Landspeeder,2018,345,Star Wars
75198-1,Tatooine Battle Pack,2018,97,Star Wars
75199-1,General Grievous' Combat Speeder,2018,157,Star Wars
75200-1,Ahch-To Island Training,2018,241,Star Wars
75230-1,Porg,2018,811,Star Wars
75202-1,Defense of Crait,2018,746,Star Wars
75203-1,Hoth Medical Chamber,2018,255,Star Wars
75204-1,Sandspeeder,2018,278,Star Wars
75205-1,Mos Eisley Cantina,2018,376,Star Wars
75206-1,Jedi and Clone Troopers Battle Pack,2018,102,Star Wars
75207-1,Imperial Patrol Battle Pack,2018,99,Star Wars
75208-1,Yoda's Hut,2018,229,Star Wars
75197-1,First Order Specialists Battle Pack,2018,108,Star Wars
75210-1,Moloch's Landspeeder,2018,461,Star Wars
75212-1,Kessel Run Millennium Falcon,2018,1414,Star Wars
75214-1,Anakin's Jedi Starfighter,2018,247,Star Wars
75215-1,Cloud-Rider Swoop Bikes,2018,355,Star Wars
75216-1,Snoke's Throne Room,2018,491,Star Wars
75217-1,Imperial Conveyex Transport,2018,622,Star Wars
75218-1,X-Wing Starfighter,2018,730,Star Wars
75219-1,Imperial AT-Hauler,2018,829,Star Wars
75220-1,Sandcrawler,2018,1239,Star Wars
75221-1,Imperial Landing Craft,2018,635,Star Wars
75222-1,Betrayal at Cloud City,2018,2810,Star Wars
66597-1,Super Pack 2-in-1,2018,0,Star Wars
75211-1,Imperial TIE Fighter,2018,519,Star Wars
75196-1,A-Wing vs. TIE Silencer Microfighters,2018,188,Star Wars
75201-1,First Order AT-ST,2018,370,Star Wars
75194-1,First Order TIE Fighter Microfighter,2018,91,Star Wars
6252812-1,Luke Skywalker,2018,20,Star Wars
6252811-1,Obi-Wan Kenobi,2018,18,Star Wars
75251-1,Darth Vader's Castle,2018,1060,Star Wars
6252810-1,Han Solo,2018,23,Star Wars
6252808-1,Chewbacca,2018,22,Star Wars
30498-1,Imperial AT-Hauler,2018,49,Star Wars
6252770-1,Leia Organa,2018,18,Star Wars
75195-1,Ski Speeder vs First Order Walker Microfighters,2018,216,Star Wars
40288-1,BB-8,2018,48,Star Wars
40298-1,DJ,2018,22,Star Wars
40299-1,Kessel Mine Worker,2018,22,Star Wars
30381-1,Imperial TIE Fighter,2018,42,Star Wars
40300-1,Han Solo Mudtrooper,2018,22,Star Wars
5005376-1,Darth Vader,2018,37,Star Wars
75537-1,Darth Maul,2018,104,Star Wars
75536-1,Range Trooper,2018,101,Star Wars
75535-1,Han Solo,2018,100,Star Wars
30380-1,Kylo Ren's Shuttle,2018,33,Star Wars
75534-1,Darth Vader,2018,168,Star Wars
75533-1,Boba Fett,2018,144,Star Wars
75188-2,Resistance Bomber (Finch Dallow version),2018,758,Star Wars
75512-1,Millennium Falcon Cockpit,2018,203,Star Wars
75193-1,Millennium Falcon Microfighter,2018,92,Star Wars
75237-1,TIE Fighter Attack,2019,77,Star Wars
75239-1,Action Battle Hoth Generator Attack,2019,235,Star Wars
75236-1,Duel on Starkiller Base,2019,191,Star Wars
75240-1,Major Vonreg’s TIE Fighter,2019,496,Star Wars
75238-1,Action Battle Endor Assault,2019,193,Star Wars
75241-1,Action Battle Echo Base Defense,2019,504,Star Wars
75250-1,Pasaana Speeder Chase,2019,372,Star Wars
75243-1,Slave I - 20th Anniversary Edition,2019,1006,Star Wars
75244-1,Tantive IV,2019,1772,Star Wars
75249-1,Resistance Y-Wing Starfighter,2019,578,Star Wars
75248-1,Resistance A-Wing Starfighter,2019,269,Star Wars
75246-1,Death Star Cannon,2019,159,Star Wars
75247-1,Rebel A-Wing Starfighter,2019,62,Star Wars
75242-1,Black Ace TIE Interceptor,2019,396,Star Wars
75235-1,X-Wing Starfighter Trench Run,2019,132,Star Wars
77901-1,Sith Trooper Bust,2019,484,Star Wars
75233-1,Droid Gunship,2019,389,Star Wars
75245-1,Star Wars Advent Calendar 2019,2019,280,Star Wars
5005888-1,Star Wars 20th Anniversary Art Print,2019,1,Star Wars
5005887-2,Star Wars 20th Anniversary Lightsaber Poster (Red),2019,0,Star Wars
5005887-1,Star Wars 20th Anniversary Lightsaber Poster (Blue),2019,0,Star Wars
XWING-2,X-Wing Trench Run,2019,52,Star Wars
XWING-1,Mini X-Wing Fighter,2019,60,Star Wars
75253-1,Droid Commander,2019,1184,Star Wars
75234-1,AT-AP Walker,2019,688,Star Wars
TANTIVE-IV-1,Tantive IV,2019,56,Star Wars
75224-1,Sith Infiltrator Microfighter,2019,92,Star Wars
75225-1,Elite Praetorian Guard Battle Pack,2019,109,Star Wars
75226-1,Inferno Squad Battle Pack,2019,118,Star Wars
75227-1,Darth Vader Bust,2019,327,Star Wars
LUKE-1,Star Wars - Force Friday Mini Build - Luke Skywalker,2019,87,Star Wars
75228-1,Escape Pod vs. Dewback Microfighters,2019,177,Star Wars
75229-1,Death Star Escape,2019,329,Star Wars
75223-1,Naboo Starfighter Microfighter,2019,62,Star Wars
75254-1,AT-ST Raider,2019,540,Star Wars
75262-1,Imperial Dropship - 20th Anniversary Edition,2019,125,Star Wars
75256-1,Kylo Ren's Shuttle,2019,1005,Star Wars
911954-1,Kylo Ren's TIE Silencer,2019,33,Star Wars
911953-1,First Order SF TIE Fighter,2019,32,Star Wars
911952-1,Jedi Interceptor,2019,30,Star Wars
911951-1,First Order Stormtrooper,2019,5,Star Wars
911950-1,B-Wing,2019,52,Star Wars
911949-1,Millennium Falcon,2019,32,Star Wars
911948-1,AT-M6,2019,52,Star Wars
911947-1,IG-88,2019,11,Star Wars
911946-1,U-Wing,2019,37,Star Wars
911945-1,Slave I,2019,31,Star Wars
911944-1,Resistance Bomber,2019,37,Star Wars
911943-1,Luke Skywalker,2019,6,Star Wars
75522-1,Mini Droid Commander,2019,62,Star Wars
75255-1,Yoda,2019,1771,Star Wars
40362-1,Battle of Endor - 20th Anniversary Edition,2019,197,Star Wars
75257-1,Millennium Falcon,2019,1348,Star Wars
75258-1,Anakin's Podracer - 20th Anniversary Edition,2019,279,Star Wars
40333-1,Battle of Hoth - 20th Anniversary Edition,2019,195,Star Wars
75259-1,Snowspeeder - 20th Anniversary Edition,2019,309,Star Wars
30624-1,Obi-Wan Kenobi - Collectible Minifigure,2019,12,Star Wars
30461-1,Podracer,2019,61,Star Wars
75261-1,Clone Scout Walker - 20th Anniversary Edition,2019,250,Star Wars
30383-1,Naboo Starfighter,2019,48,Star Wars
30384-1,Snowspeeder,2019,49,Star Wars
912056-1,TIE Striker,2020,28,Star Wars
912055-1,Snowspeeder,2020,28,Star Wars
75279-1,Star Wars Advent Calendar 2020,2020,312,Star Wars
30386-1,Poe Dameron's X-wing Fighter,2020,72,Star Wars
5006290-1,Yoda's Lightsaber,2020,140,Star Wars
75292-1,The Mandalorian Bounty Hunter Transport,2020,1023,Star Wars
75293-1,Resistance I-TS Transport,2020,931,Star Wars
912057-1,R2-D2 & MSE-6,2020,13,Star Wars
75318-1,The Child,2020,1073,Star Wars
40407-1,Death Star II Battle,2020,235,Star Wars
75294-1,Bespin Duel,2020,295,Star Wars
912058-1,Darth Maul's Sith Infiltrator,2020,34,Star Wars
912060-1,A-Wing,2020,44,Star Wars
77904-1,Nebulon-B Frigate,2020,458,Star Wars
75263-1,Resistance Y-wing Microfighter,2020,86,Star Wars
75264-1,Kylo Ren's Shuttle Microfighter,2020,72,Star Wars
75265-1,T-16 Skyhopper vs. Bantha Microfighters,2020,198,Star Wars
75266-1,Sith Troopers Battle Pack,2020,105,Star Wars
75267-1,Mandalorian Battle Pack,2020,109,Star Wars
75268-1,Snowspeeder,2020,91,Star Wars
75269-1,Duel on Mustafar,2020,208,Star Wars
75270-1,Obi-Wan's Hut,2020,200,Star Wars
75271-1,Luke Skywalker's Landspeeder,2020,236,Star Wars
75272-1,Sith TIE Fighter,2020,470,Star Wars
75273-1,Poe Dameron's X-wing Fighter,2020,761,Star Wars
912059-1,Elite Praetorian Guard,2020,7,Star Wars
75276-1,Stormtrooper,2020,647,Star Wars
75277-1,Boba Fett,2020,625,Star Wars
75274-1,TIE Fighter Pilot,2020,724,Star Wars
75280-1,501st Legion Clone Troopers,2020,284,Star Wars
912061-1,AT-AT,2020,51,Star Wars
912062-1,Stormtrooper,2020,5,Star Wars
912063-1,Resistance X-Wing,2020,42,Star Wars
912064-1,Sith Eternal TIE Dagger,2020,37,Star Wars
912065-1,Luke Skywalker,2020,7,Star Wars
912066-1,Jedi Interceptor,2020,0,Star Wars
75278-1,D-O,2020,519,Star Wars
75290-1,Mos Eisley Cantina,2020,3186,Star Wars
75291-1,Death Star Final Duel,2020,774,Star Wars
75286-1,General Grievous’s Starfighter,2020,487,Star Wars
75284-1,Knights of Ren Transport Ship,2020,595,Star Wars
75283-1,Armoured Assault Tank (AAT),2020,285,Star Wars
75281-1,Anakin’s Jedi Interceptor,2020,248,Star Wars
75288-1,AT-AT,2020,1267,Star Wars
30625-1,Luke Skywalker with Blue Milk,2021,6,Star Wars
912067-1,Tie Interceptor,2021,42,Star Wars
75301-1,Luke Skywalker's X-Wing Fighter,2021,473,Star Wars
30388-1,Imperial Shuttle,2021,85,Star Wars
75300-1,Imperial TIE Fighter,2021,432,Star Wars
75299-1,Trouble on Tatooine,2021,276,Star Wars
75295-1,Millennium Falcon Microfighter,2021,101,Star Wars
